date,datatype_temp,station,attributes_temp,value_temp,datatype_wx,attributes_wx,value_wx,date_only,station_name,latitude,longitude,elevation
2018-10-01,TMIN,GHCND:USW00014732,",,W,2400",18.3,TMIN,",,W,2400",18.3,2018-10-01,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-01,TMIN,GHCND:USW00014732,",,W,2400",18.3,WDF2,",,W,",220.0,2018-10-01,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-01,TMIN,GHCND:USW00014732,",,W,2400",18.3,WDF5,",,W,",240.0,2018-10-01,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-01,TMIN,GHCND:USW00014732,",,W,2400",18.3,WSF2,",,W,",7.2,2018-10-01,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-01,TMIN,GHCND:USW00014732,",,W,2400",18.3,WSF5,",,W,",9.4,2018-10-01,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,AWND,",,W,",4.3,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,PRCP,",,W,2400",14.2,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,SNOW,",,W,",0.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,SNWD,",,W,2400",0.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,TAVG,"H,,S,",22.7,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,TMAX,",,W,2400",26.1,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,TMIN,",,W,2400",19.4,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,WDF2,",,W,",310.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,WDF5,",,W,",310.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,WSF2,",,W,",10.3,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,WSF5,",,W,",12.5,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,WT01,",,W,",1.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TAVG,GHCND:USW00014732,"H,,S,",22.7,WT03,",,W,",1.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,AWND,",,W,",4.3,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,PRCP,",,W,2400",14.2,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,SNOW,",,W,",0.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,SNWD,",,W,2400",0.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,TAVG,"H,,S,",22.7,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,TMAX,",,W,2400",26.1,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,TMIN,",,W,2400",19.4,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,WDF2,",,W,",310.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,WDF5,",,W,",310.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,WSF2,",,W,",10.3,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,WSF5,",,W,",12.5,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,WT01,",,W,",1.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMAX,GHCND:USW00014732,",,W,2400",26.1,WT03,",,W,",1.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,AWND,",,W,",4.3,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,PRCP,",,W,2400",14.2,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,SNOW,",,W,",0.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,SNWD,",,W,2400",0.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,TAVG,"H,,S,",22.7,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,TMAX,",,W,2400",26.1,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,TMIN,",,W,2400",19.4,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,WDF2,",,W,",310.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,WDF5,",,W,",310.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,WSF2,",,W,",10.3,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,WSF5,",,W,",12.5,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,WT01,",,W,",1.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-02,TMIN,GHCND:USW00014732,",,W,2400",19.4,WT03,",,W,",1.0,2018-10-02,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,AWND,",,W,",3.6,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,PRCP,",,W,2400",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,SNOW,",,W,",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,SNWD,",,W,2400",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,TAVG,"H,,S,",21.8,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,TMAX,",,W,2400",25.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,TMIN,",,W,2400",18.9,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,WDF2,",,W,",320.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,WDF5,",,W,",320.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,WSF2,",,W,",8.1,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TAVG,GHCND:USW00014732,"H,,S,",21.8,WSF5,",,W,",9.8,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,AWND,",,W,",3.6,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,PRCP,",,W,2400",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,SNOW,",,W,",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,SNWD,",,W,2400",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,TAVG,"H,,S,",21.8,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,TMAX,",,W,2400",25.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,TMIN,",,W,2400",18.9,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,WDF2,",,W,",320.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,WDF5,",,W,",320.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,WSF2,",,W,",8.1,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMAX,GHCND:USW00014732,",,W,2400",25.0,WSF5,",,W,",9.8,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,AWND,",,W,",3.6,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,PRCP,",,W,2400",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,SNOW,",,W,",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,SNWD,",,W,2400",0.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,TAVG,"H,,S,",21.8,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,TMAX,",,W,2400",25.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,TMIN,",,W,2400",18.9,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,WDF2,",,W,",320.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,WDF5,",,W,",320.0,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,WSF2,",,W,",8.1,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-03,TMIN,GHCND:USW00014732,",,W,2400",18.9,WSF5,",,W,",9.8,2018-10-03,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,AWND,",,W,",2.5,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,PRCP,",,W,2400",1.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,SNOW,",,W,",0.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,SNWD,",,W,2400",0.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,TAVG,"H,,S,",21.3,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,TMAX,",,W,2400",26.1,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,TMIN,",,W,2400",17.8,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,WDF2,",,W,",350.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,WDF5,",,W,",350.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,WSF2,",,W,",6.3,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TAVG,GHCND:USW00014732,"H,,S,",21.3,WSF5,",,W,",8.5,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,AWND,",,W,",2.5,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,PRCP,",,W,2400",1.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,SNOW,",,W,",0.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,SNWD,",,W,2400",0.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,TAVG,"H,,S,",21.3,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,TMAX,",,W,2400",26.1,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,TMIN,",,W,2400",17.8,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,WDF2,",,W,",350.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,WDF5,",,W,",350.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,WSF2,",,W,",6.3,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMAX,GHCND:USW00014732,",,W,2400",26.1,WSF5,",,W,",8.5,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,AWND,",,W,",2.5,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,PRCP,",,W,2400",1.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,SNOW,",,W,",0.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,SNWD,",,W,2400",0.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,TAVG,"H,,S,",21.3,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,TMAX,",,W,2400",26.1,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,TMIN,",,W,2400",17.8,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,WDF2,",,W,",350.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,WDF5,",,W,",350.0,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,WSF2,",,W,",6.3,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.8,WSF5,",,W,",8.5,2018-10-04,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,AWND,",,W,",4.3,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,PRCP,",,W,2400",0.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,SNOW,",,W,",0.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,SNWD,",,W,2400",0.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,TAVG,"H,,S,",20.3,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,TMAX,",,W,2400",22.8,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,TMIN,",,W,2400",16.1,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,WDF2,",,W,",20.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,WDF5,",,W,",30.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,WSF2,",,W,",8.9,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TAVG,GHCND:USW00014732,"H,,S,",20.3,WSF5,",,W,",12.1,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TMAX,GHCND:USW00014732,",,W,2400",22.8,AWND,",,W,",4.3,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TMAX,GHCND:USW00014732,",,W,2400",22.8,PRCP,",,W,2400",0.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
2018-10-05,TMAX,GHCND:USW00014732,",,W,2400",22.8,SNOW,",,W,",0.0,2018-10-05,"LAGUARDIA AIRPORT, NY US",40.77944,-73.88035,3.4
